,id,date,variable,value
142,AS14.01,2014-03-27,appCat.office,182.451
143,AS14.01,2014-03-27,appCat.other,58.532
144,AS14.01,2014-03-27,appCat.social,935.3810000000002
145,AS14.01,2014-03-27,appCat.travel,47.314
146,AS14.01,2014-03-27,appCat.utilities,179.02899999999997
147,AS14.01,2014-03-28,mood,6.4
148,AS14.01,2014-03-28,circumplex.arousal,-0.6
149,AS14.01,2014-03-28,circumplex.valence,0.6
150,AS14.01,2014-03-28,activity,2.2967525192908838
151,AS14.01,2014-03-28,screen,4923.48899960518
152,AS14.01,2014-03-28,call,5.0
153,AS14.01,2014-03-28,appCat.builtin,10062.595000000003
154,AS14.01,2014-03-28,appCat.communication,866.8329999999999
155,AS14.01,2014-03-28,appCat.entertainment,1005.403
156,AS14.01,2014-03-28,appCat.finance,89.166
157,AS14.01,2014-03-28,appCat.game,233.03599999999997
158,AS14.01,2014-03-28,appCat.other,225.951
159,AS14.01,2014-03-28,appCat.social,512.741
160,AS14.01,2014-03-28,appCat.travel,1133.0089999999998
161,AS14.01,2014-03-28,appCat.utilities,301.717
162,AS14.01,2014-03-29,mood,8.0
163,AS14.01,2014-03-29,circumplex.arousal,0.2
164,AS14.01,2014-03-29,circumplex.valence,1.0
165,AS14.01,2014-03-29,activity,1.6368674424448715
166,AS14.01,2014-03-29,screen,8322.621999740602
167,AS14.01,2014-03-29,call,4.0
168,AS14.01,2014-03-29,sms,1.0
169,AS14.01,2014-03-29,appCat.builtin,1952.6299999999999
170,AS14.01,2014-03-29,appCat.communication,2720.6919999999996
171,AS14.01,2014-03-29,appCat.entertainment,1627.4289999999996
172,AS14.01,2014-03-29,appCat.other,169.59399999999997
173,AS14.01,2014-03-29,appCat.social,472.88800000000003
174,AS14.01,2014-03-29,appCat.travel,52.435
175,AS14.01,2014-03-29,appCat.utilities,600.6370000000001
176,AS14.01,2014-03-30,mood,7.5
177,AS14.01,2014-03-30,circumplex.arousal,-0.5
178,AS14.01,2014-03-30,circumplex.valence,0.75
179,AS14.01,2014-03-30,activity,0.6873015873015881
180,AS14.01,2014-03-30,screen,4523.2140009403265
181,AS14.01,2014-03-30,appCat.builtin,414.365
182,AS14.01,2014-03-30,appCat.communication,1298.505
183,AS14.01,2014-03-30,appCat.entertainment,1535.6770000000001
184,AS14.01,2014-03-30,appCat.other,74.003
185,AS14.01,2014-03-30,appCat.social,167.685
186,AS14.01,2014-03-30,appCat.unknown,66.477
187,AS14.01,2014-03-30,appCat.utilities,38.296
188,AS14.01,2014-03-31,mood,7.4
189,AS14.01,2014-03-31,circumplex.arousal,0.0
190,AS14.01,2014-03-31,circumplex.valence,0.6
191,AS14.01,2014-03-31,activity,1.6921315412013493
192,AS14.01,2014-03-31,screen,11836.83400034904
193,AS14.01,2014-03-31,call,6.0
194,AS14.01,2014-03-31,appCat.builtin,2961.4050000000007
195,AS14.01,2014-03-31,appCat.communication,5332.637
196,AS14.01,2014-03-31,appCat.entertainment,1758.92
197,AS14.01,2014-03-31,appCat.finance,41.255
198,AS14.01,2014-03-31,appCat.game,51.176
199,AS14.01,2014-03-31,appCat.other,268.554
200,AS14.01,2014-03-31,appCat.social,1350.6549999999997
201,AS14.01,2014-03-31,appCat.travel,183.38100000000003
202,AS14.01,2014-03-31,appCat.unknown,29.29
203,AS14.01,2014-03-31,appCat.utilities,210.30500000000004
204,AS14.01,2014-04-01,mood,6.0
205,AS14.01,2014-04-01,circumplex.arousal,0.2
206,AS14.01,2014-04-01,circumplex.valence,0.0
207,AS14.01,2014-04-01,activity,2.8426378251056637
208,AS14.01,2014-04-01,screen,17173.906002044678
209,AS14.01,2014-04-01,call,1.0
210,AS14.01,2014-04-01,appCat.builtin,1385.5170000000003
211,AS14.01,2014-04-01,appCat.communication,6095.526000000001
212,AS14.01,2014-04-01,appCat.entertainment,1030.637
213,AS14.01,2014-04-01,appCat.finance,547.826
214,AS14.01,2014-04-01,appCat.game,234.741
215,AS14.01,2014-04-01,appCat.office,92.388
216,AS14.01,2014-04-01,appCat.other,121.19000000000001
217,AS14.01,2014-04-01,appCat.social,5040.067000000002
218,AS14.01,2014-04-01,appCat.travel,1614.621
219,AS14.01,2014-04-01,appCat.utilities,517.636
220,AS14.01,2014-04-02,mood,6.5
221,AS14.01,2014-04-02,circumplex.arousal,0.3333333333333333
222,AS14.01,2014-04-02,circumplex.valence,0.6666666666666666
223,AS14.01,2014-04-02,activity,2.445998655317363
224,AS14.01,2014-04-02,screen,21358.510999917988
225,AS14.01,2014-04-02,call,4.0
226,AS14.01,2014-04-02,appCat.builtin,3614.349
227,AS14.01,2014-04-02,appCat.communication,6920.155999999998
228,AS14.01,2014-04-02,appCat.entertainment,1343.3759999999997
229,AS14.01,2014-04-02,appCat.finance,247.777
230,AS14.01,2014-04-02,appCat.office,90.48100000000001
231,AS14.01,2014-04-02,appCat.other,541.541
232,AS14.01,2014-04-02,appCat.social,3428.7920000000004
233,AS14.01,2014-04-02,appCat.utilities,341.371
234,AS14.01,2014-04-03,mood,6.4
235,AS14.01,2014-04-03,circumplex.arousal,-1.2
236,AS14.01,2014-04-03,circumplex.valence,0.0
237,AS14.01,2014-04-03,activity,1.1817233450025857
238,AS14.01,2014-04-03,screen,21401.835000753403
239,AS14.01,2014-04-03,call,4.0
240,AS14.01,2014-04-03,appCat.builtin,2321.4640000000018
241,AS14.01,2014-04-03,appCat.communication,14438.081999999997
242,AS14.01,2014-04-03,appCat.entertainment,1293.631
243,AS14.01,2014-04-03,appCat.finance,76.234
244,AS14.01,2014-04-03,appCat.other,213.90199999999996
245,AS14.01,2014-04-03,appCat.social,3154.241000000001
246,AS14.01,2014-04-03,appCat.travel,19.082
247,AS14.01,2014-04-03,appCat.utilities,182.772
248,AS14.01,2014-04-04,mood,6.2
249,AS14.01,2014-04-04,circumplex.arousal,0.2
250,AS14.01,2014-04-04,circumplex.valence,0.4
251,AS14.01,2014-04-04,activity,3.0405434689758195
252,AS14.01,2014-04-04,screen,12379.411000013357
253,AS14.01,2014-04-04,call,2.0
254,AS14.01,2014-04-04,sms,1.0
255,AS14.01,2014-04-04,appCat.builtin,1957.829
256,AS14.01,2014-04-04,appCat.communication,5481.628
257,AS14.01,2014-04-04,appCat.entertainment,1545.227
258,AS14.01,2014-04-04,appCat.other,176.80100000000002
259,AS14.01,2014-04-04,appCat.social,2086.197
260,AS14.01,2014-04-04,appCat.travel,158.24099999999999
261,AS14.01,2014-04-04,appCat.utilities,128.692
262,AS14.01,2014-04-05,mood,6.8
263,AS14.01,2014-04-05,circumplex.arousal,-0.4
264,AS14.01,2014-04-05,circumplex.valence,0.6
265,AS14.01,2014-04-05,activity,2.8560552528826917
266,AS14.01,2014-04-05,screen,3340.4309999942784
267,AS14.01,2014-04-05,appCat.builtin,15159.189999999993
268,AS14.01,2014-04-05,appCat.communication,1885.4089999999999
269,AS14.01,2014-04-05,appCat.entertainment,76.369
270,AS14.01,2014-04-05,appCat.other,81.133
271,AS14.01,2014-04-05,appCat.social,363.208
272,AS14.01,2014-04-05,appCat.travel,187.94500000000002
273,AS14.01,2014-04-05,appCat.utilities,118.956
274,AS14.01,2014-04-06,mood,6.5
275,AS14.01,2014-04-06,circumplex.arousal,-0.75
276,AS14.01,2014-04-06,circumplex.valence,0.5
277,AS14.01,2014-04-06,activity,1.545787186619235
278,AS14.01,2014-04-06,screen,7467.321999788283
279,AS14.01,2014-04-06,call,4.0
280,AS14.01,2014-04-06,appCat.builtin,4548.662
281,AS14.01,2014-04-06,appCat.communication,3355.7430000000013
282,AS14.01,2014-04-06,appCat.entertainment,187.214
283,AS14.01,2014-04-06,appCat.game,114.406
284,AS14.01,2014-04-06,appCat.other,119.12
285,AS14.01,2014-04-06,appCat.social,321.4599999999999
286,AS14.01,2014-04-06,appCat.utilities,46.249
287,AS14.01,2014-04-07,mood,6.5
288,AS14.01,2014-04-07,circumplex.arousal,-0.6666666666666666
289,AS14.01,2014-04-07,circumplex.valence,0.25
290,AS14.01,2014-04-07,activity,1.2160949081836294
291,AS14.01,2014-04-07,screen,9846.380999803541
292,AS14.01,2014-04-07,call,1.0
293,AS14.01,2014-04-07,appCat.builtin,927.3769999999997
294,AS14.01,2014-04-07,appCat.communication,7355.015000000001
295,AS14.01,2014-04-07,appCat.entertainment,447.121
296,AS14.01,2014-04-07,appCat.finance,46.128
297,AS14.01,2014-04-07,appCat.office,17.107
298,AS14.01,2014-04-07,appCat.other,170.34799999999998
299,AS14.01,2014-04-07,appCat.social,1475.418
300,AS14.01,2014-04-07,appCat.travel,60.247
301,AS14.01,2014-04-07,appCat.utilities,205.81100000000004
302,AS14.01,2014-04-08,mood,6.6
303,AS14.01,2014-04-08,circumplex.arousal,-0.4
304,AS14.01,2014-04-08,circumplex.valence,0.3333333333333333
305,AS14.01,2014-04-08,activity,1.8078493982723636
306,AS14.01,2014-04-08,screen,15101.13200187683
307,AS14.01,2014-04-08,call,1.0
308,AS14.01,2014-04-08,appCat.builtin,892.6889999999997
309,AS14.01,2014-04-08,appCat.communication,9477.553
310,AS14.01,2014-04-08,appCat.entertainment,3466.4789999999994
311,AS14.01,2014-04-08,appCat.finance,19.131
312,AS14.01,2014-04-08,appCat.other,209.51399999999995
313,AS14.01,2014-04-08,appCat.social,2655.121
314,AS14.01,2014-04-08,appCat.utilities,36.143
315,AS14.01,2014-04-09,mood,7.4
316,AS14.01,2014-04-09,circumplex.arousal,-0.8
317,AS14.01,2014-04-09,circumplex.valence,1.0
318,AS14.01,2014-04-09,activity,2.88921874877589
319,AS14.01,2014-04-09,screen,13558.289000988008
320,AS14.01,2014-04-09,call,4.0
321,AS14.01,2014-04-09,appCat.builtin,1638.6170000000004
322,AS14.01,2014-04-09,appCat.communication,6177.075999999998
323,AS14.01,2014-04-09,appCat.entertainment,940.7699999999999
324,AS14.01,2014-04-09,appCat.other,346.654
325,AS14.01,2014-04-09,appCat.social,2826.3500000000004
326,AS14.01,2014-04-09,appCat.utilities,577.359
327,AS14.01,2014-04-10,mood,7.4
328,AS14.01,2014-04-10,circumplex.arousal,-0.4
329,AS14.01,2014-04-10,circumplex.valence,0.8
330,AS14.01,2014-04-10,activity,1.8951145246773857
331,AS14.01,2014-04-10,screen,9296.098999261858
332,AS14.01,2014-04-10,call,7.0
333,AS14.01,2014-04-10,appCat.builtin,715.3549999999998
334,AS14.01,2014-04-10,appCat.communication,4881.411
335,AS14.01,2014-04-10,appCat.entertainment,1858.8930000000005
336,AS14.01,2014-04-10,appCat.game,1.0590000000000002
337,AS14.01,2014-04-10,appCat.office,23.195
338,AS14.01,2014-04-10,appCat.other,107.91900000000001
339,AS14.01,2014-04-10,appCat.social,1174.7170000000003
340,AS14.01,2014-04-10,appCat.utilities,377.68699999999995
341,AS14.01,2014-04-11,mood,7.0
342,AS14.01,2014-04-11,circumplex.arousal,-1.2
343,AS14.01,2014-04-11,circumplex.valence,0.8
344,AS14.01,2014-04-11,activity,1.9196688497534522
345,AS14.01,2014-04-11,screen,10526.846000194553
346,AS14.01,2014-04-11,appCat.builtin,3369.0309999999995
347,AS14.01,2014-04-11,appCat.communication,3336.592000000002
348,AS14.01,2014-04-11,appCat.entertainment,1976.1380000000001
349,AS14.01,2014-04-11,appCat.finance,94.093
350,AS14.01,2014-04-11,appCat.other,51.45200000000001
351,AS14.01,2014-04-11,appCat.social,596.807
352,AS14.01,2014-04-11,appCat.travel,34.234
353,AS14.01,2014-04-11,appCat.utilities,214.648
354,AS14.01,2014-04-12,mood,7.25
355,AS14.01,2014-04-12,circumplex.arousal,-0.75
356,AS14.01,2014-04-12,circumplex.valence,0.75
357,AS14.01,2014-04-12,activity,1.7339774752876362
358,AS14.01,2014-04-12,screen,11750.809000968928
359,AS14.01,2014-04-12,appCat.builtin,302.44599999999986
360,AS14.01,2014-04-12,appCat.communication,6595.082999999998
361,AS14.01,2014-04-12,appCat.entertainment,2186.482
362,AS14.01,2014-04-12,appCat.other,79.033
363,AS14.01,2014-04-12,appCat.social,264.432
364,AS14.01,2014-04-12,appCat.travel,5.031000000000001
365,AS14.01,2014-04-12,appCat.utilities,352.39199999999994
366,AS14.01,2014-04-13,mood,8.0
367,AS14.01,2014-04-13,circumplex.arousal,-1.25
368,AS14.01,2014-04-13,circumplex.valence,1.0
369,AS14.01,2014-04-13,activity,0.33651189490489736
370,AS14.01,2014-04-13,screen,2005.7509992122657
371,AS14.01,2014-04-13,appCat.builtin,447.41499999999996
372,AS14.01,2014-04-13,appCat.communication,1096.7949999999998
373,AS14.01,2014-04-13,appCat.entertainment,249.392
374,AS14.01,2014-04-13,appCat.finance,82.413
375,AS14.01,2014-04-13,appCat.other,94.20899999999999
376,AS14.01,2014-04-13,appCat.social,34.502
377,AS14.01,2014-04-14,mood,7.2
378,AS14.01,2014-04-14,circumplex.arousal,-1.2
379,AS14.01,2014-04-14,circumplex.valence,0.6
380,AS14.01,2014-04-14,activity,2.0132955472772207
381,AS14.01,2014-04-14,screen,17985.447999238968
382,AS14.01,2014-04-14,call,1.0
383,AS14.01,2014-04-14,sms,1.0
384,AS14.01,2014-04-14,appCat.builtin,961.5809999999999
385,AS14.01,2014-04-14,appCat.communication,6486.2840000000015
386,AS14.01,2014-04-14,appCat.entertainment,6265.556
387,AS14.01,2014-04-14,appCat.finance,89.32300000000001
388,AS14.01,2014-04-14,appCat.other,145.09600000000003
389,AS14.01,2014-04-14,appCat.social,2921.985
390,AS14.01,2014-04-14,appCat.travel,29.104000000000003
391,AS14.01,2014-04-14,appCat.utilities,986.014
392,AS14.01,2014-04-15,mood,6.4
393,AS14.01,2014-04-15,circumplex.arousal,0.0
394,AS14.01,2014-04-15,circumplex.valence,0.8
395,AS14.01,2014-04-15,activity,2.162691666737406
396,AS14.01,2014-04-15,screen,13585.222998380666
397,AS14.01,2014-04-15,call,8.0
398,AS14.01,2014-04-15,sms,1.0
399,AS14.01,2014-04-15,appCat.builtin,1596.3559999999995
400,AS14.01,2014-04-15,appCat.communication,6224.230999999999
401,AS14.01,2014-04-15,appCat.entertainment,944.5219999999999
402,AS14.01,2014-04-15,appCat.finance,13.043
403,AS14.01,2014-04-15,appCat.other,110.415
404,AS14.01,2014-04-15,appCat.social,4428.210000000001
405,AS14.01,2014-04-15,appCat.travel,8.363
406,AS14.01,2014-04-15,appCat.utilities,279.79299999999995
407,AS14.01,2014-04-16,mood,7.2
408,AS14.01,2014-04-16,circumplex.arousal,0.75
409,AS14.01,2014-04-16,circumplex.valence,0.5
410,AS14.01,2014-04-16,activity,2.7866480670509324
411,AS14.01,2014-04-16,screen,12522.47499895096
412,AS14.01,2014-04-16,sms,1.0
413,AS14.01,2014-04-16,appCat.builtin,923.613
414,AS14.01,2014-04-16,appCat.communication,5175.016
415,AS14.01,2014-04-16,appCat.entertainment,426.73400000000004
416,AS14.01,2014-04-16,appCat.other,40.78399999999999
417,AS14.01,2014-04-16,appCat.social,1912.8520000000003
418,AS14.01,2014-04-16,appCat.utilities,223.587
419,AS14.01,2014-04-17,mood,6.6
420,AS14.01,2014-04-17,circumplex.arousal,-0.4
421,AS14.01,2014-04-17,circumplex.valence,0.6
422,AS14.01,2014-04-17,activity,1.3660285601303237
423,AS14.01,2014-04-17,screen,15018.480000734336
424,AS14.01,2014-04-17,call,2.0
425,AS14.01,2014-04-17,appCat.builtin,552.201
426,AS14.01,2014-04-17,appCat.communication,11853.338999999998
427,AS14.01,2014-04-17,appCat.entertainment,142.241
428,AS14.01,2014-04-17,appCat.other,53.763000000000005
429,AS14.01,2014-04-17,appCat.social,2107.146
430,AS14.01,2014-04-17,appCat.utilities,49.718
431,AS14.01,2014-04-18,mood,6.8
432,AS14.01,2014-04-18,circumplex.arousal,-0.8
433,AS14.01,2014-04-18,circumplex.valence,0.8
434,AS14.01,2014-04-18,activity,2.256792160679426
435,AS14.01,2014-04-18,screen,13490.728999614708
436,AS14.01,2014-04-18,call,1.0
437,AS14.01,2014-04-18,appCat.builtin,1860.8979999999997
438,AS14.01,2014-04-18,appCat.communication,5341.656999999999
439,AS14.01,2014-04-18,appCat.entertainment,774.354
440,AS14.01,2014-04-18,appCat.finance,119.163
441,AS14.01,2014-04-18,appCat.other,47.788999999999994
442,AS14.01,2014-04-18,appCat.social,1993.922
443,AS14.01,2014-04-18,appCat.travel,63.873999999999995
444,AS14.01,2014-04-18,appCat.utilities,88.68
445,AS14.01,2014-04-19,mood,7.8
446,AS14.01,2014-04-19,circumplex.arousal,-0.2
447,AS14.01,2014-04-19,circumplex.valence,1.0
448,AS14.01,2014-04-19,activity,2.3863658813721664
449,AS14.01,2014-04-19,screen,13293.2480006218
450,AS14.01,2014-04-19,call,1.0
451,AS14.01,2014-04-19,appCat.builtin,946.1899999999996
452,AS14.01,2014-04-19,appCat.communication,2728.2599999999998
453,AS14.01,2014-04-19,appCat.entertainment,469.274
454,AS14.01,2014-04-19,appCat.finance,95.629
455,AS14.01,2014-04-19,appCat.game,29.084
456,AS14.01,2014-04-19,appCat.other,31.482
457,AS14.01,2014-04-19,appCat.social,396.67199999999997
458,AS14.01,2014-04-19,appCat.travel,128.89
459,AS14.01,2014-04-19,appCat.utilities,305.79600000000005
460,AS14.01,2014-04-20,mood,7.25
461,AS14.01,2014-04-20,circumplex.arousal,-0.25
462,AS14.01,2014-04-20,circumplex.valence,0.75
463,AS14.01,2014-04-20,activity,1.7207735899916674
464,AS14.01,2014-04-20,screen,8343.518000364305
465,AS14.01,2014-04-20,call,2.0
466,AS14.01,2014-04-20,sms,2.0
467,AS14.01,2014-04-20,appCat.builtin,897.0860000000001
468,AS14.01,2014-04-20,appCat.communication,4984.723999999999
469,AS14.01,2014-04-20,appCat.entertainment,727.492
470,AS14.01,2014-04-20,appCat.finance,10.606000000000002
471,AS14.01,2014-04-20,appCat.other,34.202
472,AS14.01,2014-04-20,appCat.social,2237.7419999999993
473,AS14.01,2014-04-20,appCat.utilities,121.03500000000001
474,AS14.01,2014-04-21,mood,7.6
475,AS14.01,2014-04-21,circumplex.arousal,-0.25
476,AS14.01,2014-04-21,circumplex.valence,1.0
477,AS14.01,2014-04-21,activity,2.448985415237932
478,AS14.01,2014-04-21,screen,3832.9909992218018
479,AS14.01,2014-04-21,call,2.0
480,AS14.01,2014-04-21,appCat.builtin,3442.2319999999986
481,AS14.01,2014-04-21,appCat.communication,2004.3470000000004
482,AS14.01,2014-04-21,appCat.entertainment,74.88000000000001
483,AS14.01,2014-04-21,appCat.finance,33.266
484,AS14.01,2014-04-21,appCat.other,58.04899999999999
485,AS14.01,2014-04-21,appCat.social,428.97200000000004
486,AS14.01,2014-04-21,appCat.travel,68.278
487,AS14.01,2014-04-21,appCat.utilities,210.88199999999998
488,AS14.01,2014-04-22,mood,7.4
489,AS14.01,2014-04-22,circumplex.arousal,0.2
490,AS14.01,2014-04-22,circumplex.valence,1.0
491,AS14.01,2014-04-22,activity,2.206309243735009
492,AS14.01,2014-04-22,screen,15490.269999265669
493,AS14.01,2014-04-22,call,2.0
494,AS14.01,2014-04-22,appCat.builtin,2212.9540000000015
495,AS14.01,2014-04-22,appCat.communication,11360.913000000008
496,AS14.01,2014-04-22,appCat.entertainment,1101.017
497,AS14.01,2014-04-22,appCat.finance,38.453
498,AS14.01,2014-04-22,appCat.other,63.16
499,AS14.01,2014-04-22,appCat.social,1422.5479999999998
500,AS14.01,2014-04-22,appCat.utilities,423.215
501,AS14.01,2014-04-23,mood,7.6
502,AS14.01,2014-04-23,circumplex.arousal,0.2
503,AS14.01,2014-04-23,circumplex.valence,1.0
504,AS14.01,2014-04-23,activity,1.1036565392103728
505,AS14.01,2014-04-23,screen,14535.339999437334
506,AS14.01,2014-04-23,call,1.0
507,AS14.01,2014-04-23,appCat.builtin,1130.8420000000003
508,AS14.01,2014-04-23,appCat.communication,8928.471999999998
509,AS14.01,2014-04-23,appCat.entertainment,347.4270000000001
510,AS14.01,2014-04-23,appCat.finance,18.051
511,AS14.01,2014-04-23,appCat.other,42.398
512,AS14.01,2014-04-23,appCat.social,526.598
513,AS14.01,2014-04-23,appCat.utilities,246.944
514,AS14.01,2014-04-24,mood,7.6
515,AS14.01,2014-04-24,circumplex.arousal,-0.4
516,AS14.01,2014-04-24,circumplex.valence,1.0
517,AS14.01,2014-04-24,activity,1.2216717166568232
518,AS14.01,2014-04-24,screen,22086.478000164043
519,AS14.01,2014-04-24,call,1.0
520,AS14.01,2014-04-24,appCat.builtin,1466.2709999999988
